TotalCharge,Groups,Envelope ,Miles
3414.3,Logo -- Double Miles,Logo,Double Miles
1723.65,Logo -- Double Miles,Logo,Double Miles
145.98,Logo -- Double Miles,Logo,Double Miles
2410.35,Logo -- Double Miles,Logo,Double Miles
215.51,Logo -- Double Miles,Logo,Double Miles
1679.12,Logo -- Double Miles,Logo,Double Miles
1728.23,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
4048.52,Logo -- Double Miles,Logo,Double Miles
1019.56,Logo -- Double Miles,Logo,Double Miles
3472.97,Logo -- Double Miles,Logo,Double Miles
1182.48,Logo -- Double Miles,Logo,Double Miles
327.01,Logo -- Double Miles,Logo,Double Miles
4263.68,Logo -- Double Miles,Logo,Double Miles
247.44,Logo -- Double Miles,Logo,Double Miles
1750.55,Logo -- Double Miles,Logo,Double Miles
531.59,Logo -- Double Miles,Logo,Double Miles
2487.17,Logo -- Double Miles,Logo,Double Miles
532.98,Logo -- Double Miles,Logo,Double Miles
606.7,Logo -- Double Miles,Logo,Double Miles
2911.83,Logo -- Double Miles,Logo,Double Miles
2445.21,Logo -- Double Miles,Logo,Double Miles
2233.64,Logo -- Double Miles,Logo,Double Miles
2724.18,Logo -- Double Miles,Logo,Double Miles
2035.87,Logo -- Double Miles,Logo,Double Miles
163.96,Logo -- Double Miles,Logo,Double Miles
138.41,Logo -- Double Miles,Logo,Double Miles
232.99,Logo -- Double Miles,Logo,Double Miles
855.18,Logo -- Double Miles,Logo,Double Miles
2716.71,Logo -- Double Miles,Logo,Double Miles
2236.33,Logo -- Double Miles,Logo,Double Miles
1168.38,Logo -- Double Miles,Logo,Double Miles
259.7,Logo -- Double Miles,Logo,Double Miles
1892.45,Logo -- Double Miles,Logo,Double Miles
2373.22,Logo -- Double Miles,Logo,Double Miles
2665.6,Logo -- Double Miles,Logo,Double Miles
3320.91,Logo -- Double Miles,Logo,Double Miles
3217.17,Logo -- Double Miles,Logo,Double Miles
1644.65,Logo -- Double Miles,Logo,Double Miles
434.96,Logo -- Double Miles,Logo,Double Miles
1059.24,Logo -- Double Miles,Logo,Double Miles
233.54,Logo -- Double Miles,Logo,Double Miles
260.19,Logo -- Double Miles,Logo,Double Miles
3684.17,Logo -- Double Miles,Logo,Double Miles
1570.82,Logo -- Double Miles,Logo,Double Miles
3536.48,Logo -- Double Miles,Logo,Double Miles
175.85,Logo -- Double Miles,Logo,Double Miles
847.6,Logo -- Double Miles,Logo,Double Miles
2550.82,Logo -- Double Miles,Logo,Double Miles
313.67,Logo -- Double Miles,Logo,Double Miles
1999.6,Logo -- Double Miles,Logo,Double Miles
2088.38,Logo -- Double Miles,Logo,Double Miles
2408.6,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
134.05,Logo -- Double Miles,Logo,Double Miles
1266.02,Logo -- Double Miles,Logo,Double Miles
2958.36,Logo -- Double Miles,Logo,Double Miles
957.66,Logo -- Double Miles,Logo,Double Miles
2637.82,Logo -- Double Miles,Logo,Double Miles
1572,Logo -- Double Miles,Logo,Double Miles
1477.9,Logo -- Double Miles,Logo,Double Miles
323.11,Logo -- Double Miles,Logo,Double Miles
2391.21,Logo -- Double Miles,Logo,Double Miles
3285.39,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
3285.38,Logo -- Double Miles,Logo,Double Miles
1072.35,Logo -- Double Miles,Logo,Double Miles
3366.46,Logo -- Double Miles,Logo,Double Miles
2268.29,Logo -- Double Miles,Logo,Double Miles
3969.58,Logo -- Double Miles,Logo,Double Miles
4198.59,Logo -- Double Miles,Logo,Double Miles
1321.81,Logo -- Double Miles,Logo,Double Miles
1533.89,Logo -- Double Miles,Logo,Double Miles
4229.48,Logo -- Double Miles,Logo,Double Miles
1792.92,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
690.71,Logo -- Double Miles,Logo,Double Miles
2161.24,Logo -- Double Miles,Logo,Double Miles
1922.14,Logo -- Double Miles,Logo,Double Miles
1359.38,Logo -- Double Miles,Logo,Double Miles
741.92,Logo -- Double Miles,Logo,Double Miles
2464.22,Logo -- Double Miles,Logo,Double Miles
293.26,Logo -- Double Miles,Logo,Double Miles
156.1,Logo -- Double Miles,Logo,Double Miles
4117.11,Logo -- Double Miles,Logo,Double Miles
4438.06,Logo -- Double Miles,Logo,Double Miles
3494.48,Logo -- Double Miles,Logo,Double Miles
4086.37,Logo -- Double Miles,Logo,Double Miles
238.43,Logo -- Double Miles,Logo,Double Miles
2558.83,Logo -- Double Miles,Logo,Double Miles
3517.5,Logo -- Double Miles,Logo,Double Miles
1493.43,Logo -- Double Miles,Logo,Double Miles
1252.7,Logo -- Double Miles,Logo,Double Miles
110,Logo -- Double Miles,Logo,Double Miles
755.4,Logo -- Double Miles,Logo,Double Miles
188.07,Logo -- Double Miles,Logo,Double Miles
2226.97,Logo -- Double Miles,Logo,Double Miles
2364.99,Logo -- Double Miles,Logo,Double Miles
2911.14,Logo -- Double Miles,Logo,Double Miles
1899.54,Logo -- Double Miles,Logo,Double Miles
4282.91,Logo -- Double Miles,Logo,Double Miles
171.65,Logo -- Double Miles,Logo,Double Miles
3855.87,Logo -- Double Miles,Logo,Double Miles
1934.43,Logo -- Double Miles,Logo,Double Miles
2316.68,Logo -- Double Miles,Logo,Double Miles
144.78,Logo -- Double Miles,Logo,Double Miles
2773.71,Logo -- Double Miles,Logo,Double Miles
754.62,Logo -- Double Miles,Logo,Double Miles
1821.21,Logo -- Double Miles,Logo,Double Miles
1534.53,Logo -- Double Miles,Logo,Double Miles
2872.13,Logo -- Double Miles,Logo,Double Miles
128.33,Logo -- Double Miles,Logo,Double Miles
219.48,Logo -- Double Miles,Logo,Double Miles
2020.43,Logo -- Double Miles,Logo,Double Miles
3796.54,Logo -- Double Miles,Logo,Double Miles
3478.37,Logo -- Double Miles,Logo,Double Miles
2485.78,Logo -- Double Miles,Logo,Double Miles
688.86,Logo -- Double Miles,Logo,Double Miles
1650.73,Logo -- Double Miles,Logo,Double Miles
4194.63,Logo -- Double Miles,Logo,Double Miles
2812.52,Logo -- Double Miles,Logo,Double Miles
1426.54,Logo -- Double Miles,Logo,Double Miles
4110.28,Logo -- Double Miles,Logo,Double Miles
3996.07,Logo -- Double Miles,Logo,Double Miles
2144.65,Logo -- Double Miles,Logo,Double Miles
147.11,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
1271.21,Logo -- Double Miles,Logo,Double Miles
877.23,Logo -- Double Miles,Logo,Double Miles
219.92,Logo -- Double Miles,Logo,Double Miles
4001.04,Logo -- Double Miles,Logo,Double Miles
1288.45,Logo -- Double Miles,Logo,Double Miles
583.29,Logo -- Double Miles,Logo,Double Miles
300.83,Logo -- Double Miles,Logo,Double Miles
1327.67,Logo -- Double Miles,Logo,Double Miles
1490.76,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
3995.57,Logo -- Double Miles,Logo,Double Miles
811.38,Logo -- Double Miles,Logo,Double Miles
3340.5,Logo -- Double Miles,Logo,Double Miles
1386.05,Logo -- Double Miles,Logo,Double Miles
289.24,Logo -- Double Miles,Logo,Double Miles
2523.57,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
4483.86,Logo -- Double Miles,Logo,Double Miles
786.74,Logo -- Double Miles,Logo,Double Miles
2699.61,Logo -- Double Miles,Logo,Double Miles
1249.59,Logo -- Double Miles,Logo,Double Miles
2675.4,Logo -- Double Miles,Logo,Double Miles
4472.91,Logo -- Double Miles,Logo,Double Miles
1823.88,Logo -- Double Miles,Logo,Double Miles
140.04,Logo -- Double Miles,Logo,Double Miles
3293.86,Logo -- Double Miles,Logo,Double Miles
120.67,Logo -- Double Miles,Logo,Double Miles
4752.1,Logo -- Double Miles,Logo,Double Miles
2081.71,Logo -- Double Miles,Logo,Double Miles
1984.39,Logo -- Double Miles,Logo,Double Miles
496.46,Logo -- Double Miles,Logo,Double Miles
1130.56,Logo -- Double Miles,Logo,Double Miles
1125.88,Logo -- Double Miles,Logo,Double Miles
3607.13,Logo -- Double Miles,Logo,Double Miles
2304.67,Logo -- Double Miles,Logo,Double Miles
629.16,Logo -- Double Miles,Logo,Double Miles
3194,Logo -- Double Miles,Logo,Double Miles
124.63,Logo -- Double Miles,Logo,Double Miles
2374.13,Logo -- Double Miles,Logo,Double Miles
2289.75,Logo -- Double Miles,Logo,Double Miles
2626.76,Logo -- Double Miles,Logo,Double Miles
405.98,Logo -- Double Miles,Logo,Double Miles
2012.94,Logo -- Double Miles,Logo,Double Miles
3087.86,Logo -- Double Miles,Logo,Double Miles
415.51,Logo -- Double Miles,Logo,Double Miles
158.36,Logo -- Double Miles,Logo,Double Miles
3397.55,Logo -- Double Miles,Logo,Double Miles
1162.64,Logo -- Double Miles,Logo,Double Miles
426.76,Logo -- Double Miles,Logo,Double Miles
2378.15,Logo -- Double Miles,Logo,Double Miles
1089.03,Logo -- Double Miles,Logo,Double Miles
275.86,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
2334.08,Logo -- Double Miles,Logo,Double Miles
153.3,Logo -- Double Miles,Logo,Double Miles
3296.15,Logo -- Double Miles,Logo,Double Miles
198.34,Logo -- Double Miles,Logo,Double Miles
2391.35,Logo -- Double Miles,Logo,Double Miles
3923.29,Logo -- Double Miles,Logo,Double Miles
1416.74,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
908.89,Logo -- Double Miles,Logo,Double Miles
3938.32,Logo -- Double Miles,Logo,Double Miles
3941.68,Logo -- Double Miles,Logo,Double Miles
4453.01,Logo -- Double Miles,Logo,Double Miles
736.96,Logo -- Double Miles,Logo,Double Miles
1696.36,Logo -- Double Miles,Logo,Double Miles
2050.59,Logo -- Double Miles,Logo,Double Miles
2661.42,Logo -- Double Miles,Logo,Double Miles
156.89,Logo -- Double Miles,Logo,Double Miles
139.83,Logo -- Double Miles,Logo,Double Miles
434.38,Logo -- Double Miles,Logo,Double Miles
145,Logo -- Double Miles,Logo,Double Miles
2385.18,Logo -- Double Miles,Logo,Double Miles
3898.08,Logo -- Double Miles,Logo,Double Miles
4498.15,Logo -- Double Miles,Logo,Double Miles
3441.33,Logo -- Double Miles,Logo,Double Miles
2324.89,Logo -- Double Miles,Logo,Double Miles
2964.05,Logo -- Double Miles,Logo,Double Miles
3792.86,Logo -- Double Miles,Logo,Double Miles
649.41,Logo -- Double Miles,Logo,Double Miles
2904.8,Logo -- Double Miles,Logo,Double Miles
1520.98,Logo -- Double Miles,Logo,Double Miles
126.67,Logo -- Double Miles,Logo,Double Miles
1349.14,Logo -- Double Miles,Logo,Double Miles
2884.55,Logo -- Double Miles,Logo,Double Miles
1241.97,Logo -- Double Miles,Logo,Double Miles
722.39,Logo -- Double Miles,Logo,Double Miles
3884.98,Logo -- Double Miles,Logo,Double Miles
3242.23,Logo -- Double Miles,Logo,Double Miles
250.07,Logo -- Double Miles,Logo,Double Miles
1295.42,Logo -- Double Miles,Logo,Double Miles
592.7,Logo -- Double Miles,Logo,Double Miles
2441.89,Logo -- Double Miles,Logo,Double Miles
288.84,Logo -- Double Miles,Logo,Double Miles
2795.22,Logo -- Double Miles,Logo,Double Miles
3471.63,Logo -- Double Miles,Logo,Double Miles
2396.27,Logo -- Double Miles,Logo,Double Miles
3463.05,Logo -- Double Miles,Logo,Double Miles
2673.86,Logo -- Double Miles,Logo,Double Miles
3608.51,Logo -- Double Miles,Logo,Double Miles
373.71,Logo -- Double Miles,Logo,Double Miles
1671.05,Logo -- Double Miles,Logo,Double Miles
1629.33,Logo -- Double Miles,Logo,Double Miles
2346.14,Logo -- Double Miles,Logo,Double Miles
881.33,Logo -- Double Miles,Logo,Double Miles
2154.42,Logo -- Double Miles,Logo,Double Miles
2517.58,Logo -- Double Miles,Logo,Double Miles
3944.85,Logo -- Double Miles,Logo,Double Miles
3777.4,Logo -- Double Miles,Logo,Double Miles
3206.02,Logo -- Double Miles,Logo,Double Miles
255.1,Logo -- Double Miles,Logo,Double Miles
2920.21,Logo -- Double Miles,Logo,Double Miles
4144.01,Logo -- Double Miles,Logo,Double Miles
3526.96,Logo -- Double Miles,Logo,Double Miles
3954.92,Logo -- Double Miles,Logo,Double Miles
1770.17,Logo -- Double Miles,Logo,Double Miles
2816.08,Logo -- Double Miles,Logo,Double Miles
1610.81,Logo -- Double Miles,Logo,Double Miles
1024.98,Logo -- Double Miles,Logo,Double Miles
1906.57,Logo -- Double Miles,Logo,Double Miles
1334.31,Logo -- Double Miles,Logo,Double Miles
1081.51,Logo -- Double Miles,Logo,Double Miles
2718.59,Logo -- Double Miles,Logo,Double Miles
1858.11,Logo -- Double Miles,Logo,Double Miles
111.44,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
3111.92,Logo -- Double Miles,Logo,Double Miles
483.47,Logo -- Double Miles,Logo,Double Miles
324.08,Logo -- Double Miles,Logo,Double Miles
2534.84,Logo -- Double Miles,Logo,Double Miles
103.68,Logo -- Double Miles,Logo,Double Miles
248.09,Logo -- Double Miles,Logo,Double Miles
2615.86,Logo -- Double Miles,Logo,Double Miles
224.74,Logo -- Double Miles,Logo,Double Miles
162.62,Logo -- Double Miles,Logo,Double Miles
547.89,Logo -- Double Miles,Logo,Double Miles
261.15,Logo -- Double Miles,Logo,Double Miles
3084.31,Logo -- Double Miles,Logo,Double Miles
420.53,Logo -- Double Miles,Logo,Double Miles
4152.12,Logo -- Double Miles,Logo,Double Miles
1121.35,Logo -- Double Miles,Logo,Double Miles
318.83,Logo -- Double Miles,Logo,Double Miles
199.27,Logo -- Double Miles,Logo,Double Miles
4444.1,Logo -- Double Miles,Logo,Double Miles
4030.95,Logo -- Double Miles,Logo,Double Miles
1821.93,Logo -- Double Miles,Logo,Double Miles
2038.35,Logo -- Double Miles,Logo,Double Miles
1413.15,Logo -- Double Miles,Logo,Double Miles
282.55,Logo -- Double Miles,Logo,Double Miles
3941.71,Logo -- Double Miles,Logo,Double Miles
2319.48,Logo -- Double Miles,Logo,Double Miles
4083.07,Logo -- Double Miles,Logo,Double Miles
3295.83,Logo -- Double Miles,Logo,Double Miles
3467.2,Logo -- Double Miles,Logo,Double Miles
334.35,Logo -- Double Miles,Logo,Double Miles
376.23,Logo -- Double Miles,Logo,Double Miles
1111,Logo -- Double Miles,Logo,Double Miles
431.96,Logo -- Double Miles,Logo,Double Miles
2117.23,Logo -- Double Miles,Logo,Double Miles
2390.55,Logo -- Double Miles,Logo,Double Miles
193.01,Logo -- Double Miles,Logo,Double Miles
4432.3,Logo -- Double Miles,Logo,Double Miles
2076.39,Logo -- Double Miles,Logo,Double Miles
3057.53,Logo -- Double Miles,Logo,Double Miles
4270.46,Logo -- Double Miles,Logo,Double Miles
1281.93,Logo -- Double Miles,Logo,Double Miles
1702.34,Logo -- Double Miles,Logo,Double Miles
1778.4,Logo -- Double Miles,Logo,Double Miles
1922.21,Logo -- Double Miles,Logo,Double Miles
141.82,Logo -- Double Miles,Logo,Double Miles
2052.73,Logo -- Double Miles,Logo,Double Miles
162.97,Logo -- Double Miles,Logo,Double Miles
1575.01,Logo -- Double Miles,Logo,Double Miles
3564.02,Logo -- Double Miles,Logo,Double Miles
1306.77,Logo -- Double Miles,Logo,Double Miles
632.72,Logo -- Double Miles,Logo,Double Miles
114.47,Logo -- Double Miles,Logo,Double Miles
199.9,Logo -- Double Miles,Logo,Double Miles
2479.12,Logo -- Double Miles,Logo,Double Miles
3115.85,Logo -- Double Miles,Logo,Double Miles
1599.94,Logo -- Double Miles,Logo,Double Miles
3835.33,Logo -- Double Miles,Logo,Double Miles
1859.71,Logo -- Double Miles,Logo,Double Miles
1433.33,Logo -- Double Miles,Logo,Double Miles
2091.62,Logo -- Double Miles,Logo,Double Miles
3165.61,Logo -- Double Miles,Logo,Double Miles
1807.26,Logo -- Double Miles,Logo,Double Miles
4351.42,Logo -- Double Miles,Logo,Double Miles
1639.23,Logo -- Double Miles,Logo,Double Miles
3492.92,Logo -- Double Miles,Logo,Double Miles
3271.34,Logo -- Double Miles,Logo,Double Miles
2722.98,Logo -- Double Miles,Logo,Double Miles
152.44,Logo -- Double Miles,Logo,Double Miles
121.42,Logo -- Double Miles,Logo,Double Miles
1948.27,Logo -- Double Miles,Logo,Double Miles
2114.79,Logo -- Double Miles,Logo,Double Miles
723.74,Logo -- Double Miles,Logo,Double Miles
1766.53,Logo -- Double Miles,Logo,Double Miles
243.82,Logo -- Double Miles,Logo,Double Miles
2566.54,Logo -- Double Miles,Logo,Double Miles
4009.67,Logo -- Double Miles,Logo,Double Miles
2072.88,Logo -- Double Miles,Logo,Double Miles
2356.97,Logo -- Double Miles,Logo,Double Miles
1967.23,Logo -- Double Miles,Logo,Double Miles
4023.6,Logo -- Double Miles,Logo,Double Miles
314.44,Logo -- Double Miles,Logo,Double Miles
197.78,Logo -- Double Miles,Logo,Double Miles
1881.85,Logo -- Double Miles,Logo,Double Miles
2982.27,Logo -- Double Miles,Logo,Double Miles
1816.43,Logo -- Double Miles,Logo,Double Miles
1377.96,Logo -- Double Miles,Logo,Double Miles
3541.35,Logo -- Double Miles,Logo,Double Miles
138.8,Logo -- Double Miles,Logo,Double Miles
167.67,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
3767.98,Logo -- Double Miles,Logo,Double Miles
3994.69,Logo -- Double Miles,Logo,Double Miles
4124.9,Logo -- Double Miles,Logo,Double Miles
2705.43,Logo -- Double Miles,Logo,Double Miles
2338.11,Logo -- Double Miles,Logo,Double Miles
153.21,Logo -- Double Miles,Logo,Double Miles
189.42,Logo -- Double Miles,Logo,Double Miles
175.24,Logo -- Double Miles,Logo,Double Miles
3364.54,Logo -- Double Miles,Logo,Double Miles
3880.32,Logo -- Double Miles,Logo,Double Miles
3753.43,Logo -- Double Miles,Logo,Double Miles
135.43,Logo -- Double Miles,Logo,Double Miles
185.15,Logo -- Double Miles,Logo,Double Miles
2306.37,Logo -- Double Miles,Logo,Double Miles
2985.89,Logo -- Double Miles,Logo,Double Miles
451.74,Logo -- Double Miles,Logo,Double Miles
1944.5,Logo -- Double Miles,Logo,Double Miles
3010.83,Logo -- Double Miles,Logo,Double Miles
323.27,Logo -- Double Miles,Logo,Double Miles
2071.13,Logo -- Double Miles,Logo,Double Miles
4727.96,Logo -- Double Miles,Logo,Double Miles
2623.05,Logo -- Double Miles,Logo,Double Miles
3511.78,Logo -- Double Miles,Logo,Double Miles
3543.44,Logo -- Double Miles,Logo,Double Miles
106.75,Logo -- Double Miles,Logo,Double Miles
689.85,Logo -- Double Miles,Logo,Double Miles
1943.04,Logo -- Double Miles,Logo,Double Miles
1257,Logo -- Double Miles,Logo,Double Miles
1806.79,Logo -- Double Miles,Logo,Double Miles
554.38,Logo -- Double Miles,Logo,Double Miles
1943.43,Logo -- Double Miles,Logo,Double Miles
377.95,Logo -- Double Miles,Logo,Double Miles
294.87,Logo -- Double Miles,Logo,Double Miles
207.56,Logo -- Double Miles,Logo,Double Miles
1361.01,Logo -- Double Miles,Logo,Double Miles
3868.74,Logo -- Double Miles,Logo,Double Miles
1437.76,Logo -- Double Miles,Logo,Double Miles
2036.61,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
3372.8,Logo -- Double Miles,Logo,Double Miles
3329.14,Logo -- Double Miles,Logo,Double Miles
526.67,Logo -- Double Miles,Logo,Double Miles
641.37,Logo -- Double Miles,Logo,Double Miles
481.3,Logo -- Double Miles,Logo,Double Miles
3364.38,Logo -- Double Miles,Logo,Double Miles
3767.98,Logo -- Double Miles,Logo,Double Miles
496.87,Logo -- Double Miles,Logo,Double Miles
2448.18,Logo -- Double Miles,Logo,Double Miles
3764.26,Logo -- Double Miles,Logo,Double Miles
1982.73,Logo -- Double Miles,Logo,Double Miles
951.12,Logo -- Double Miles,Logo,Double Miles
3293.4,Logo -- Double Miles,Logo,Double Miles
2628.16,Logo -- Double Miles,Logo,Double Miles
3861.7,Logo -- Double Miles,Logo,Double Miles
4888.25,Logo -- Double Miles,Logo,Double Miles
571.3,Logo -- Double Miles,Logo,Double Miles
1192.51,Logo -- Double Miles,Logo,Double Miles
1057.05,Logo -- Double Miles,Logo,Double Miles
1765.97,Logo -- Double Miles,Logo,Double Miles
4249.55,Logo -- Double Miles,Logo,Double Miles
